"ID";"Name";"URL";"Description";"NC.1.0";"SA1";"SA2";"SA3";"SA4";"X.";"Notes";"X";"X.1";"Tipo";"V1";"V2";"V3"
1085416006;"Hindi Skin Care Tips : Beauty Tips, Hair Care Tips";"https://itunes.apple.com/us/app/hindi-skin-care-tips-beauty-tips-hair-care-tips/id1085416006?mt=8";"Do you want to improve your skin quality and fairness. This application contains various ways to improve your complexion. Many home made face packs , daily tips for fairness and what should not be done in routine life has been brief in this app. Features of Skin Care Tips(1) Various Homemade pack packs(2) Daily Tips to improve complexion(3) Instant fairness face packs(4) Bridal Glow face pack(5) Clear Pimple face pack(6) Fruit face pack(7) Turmeric Face Pack(8) Daily precaution to be taken to take care of our skin(9) Monsoon Precaution(10) Winter Precaution(11) Summer Precaution(12) Dry Skin Precaution(13) Oil skin safety measure(14) How to get fresh look";1;"DERMATOLOGY";"";"";NA;NA;"";"";NA;"Training";"Nutrition";"Dermatology";NA
